88,94,85,89,85,80,85,85,85,85,81,76,75,65,70,69,75,76,82,84,91,85,90,91
91,88,91,95,91,91,92,92,91,85,86,88,81,81,80,76,82,88,81,88,82,79,84,82
88,85,89,92,92,92,99,99,99,99,87,77,67,68,66,71,76,79,71,74,73,73,77,84
84,90,77,76,81,79,86,86,86,86,84,71,71,68,66,71,78,83,86,87,86,88,87,93
96,95,96,96,92,92,89,95,96,89,80,76,75,70,71,76,76,85,91,97,99,95,95,95
95,93,95,96,96,92,96,93,100,99,92,93,88,72,72,77,83,83,83,89,92,93,89,93
93,93,89,93,93,92,92,88,92,86,83,71,72,72,68,73,86,88,89,98,93,95,95,96
95,95,93,93,93,93,93,99,100,89,82,71,62,59,66,66,72,82,83,83,83,86,89,89
92,90,95,95,95,95,95,91,83,83,83,82,82,79,76,78,87,92,99,98,99,92,95,92
89,82,86,89,89,86,93,98,95,72,71,61,52,52,65,61,52,53,60,63,75,75,80,81
80,88,80,81,76,69,65,71,69,65,63,57,60,55,54,56,72,77,75,74,72,85,82,82
91,75,79,85,85,85,91,91,89,82,74,70,58,47,51,55,67,70,70,70,78,81,83,84
70,93,75,75,81,81,84,85,87,81,70,62,53,52,46,57,62,69,76,83,85,89,93,95
92,95,92,92,92,96,96,92,88,79,77,76,65,65,62,66,75,87,94,90,91,92,88,96
92,88,92,96,92,92,86,91,91,89,81,81,71,71,71,71,78,88,88,83,96,89,89,89
92,70,96,92,92,86,92,92,92,93,83,72,72,63,59,63,69,76,81,77,81,82,73,68
68,64,66,69,66,65,85,84,83,83,80,76,82,77,82,83,84,83,86,80,82,86,77,74
71,94,62,65,85,78,78,77,71,71,72,76,66,72,77,77,77,77,72,78,87,93,95,93
96,77,96,96,95,92,99,93,93,93,91,85,79,77,77,82,83,86,92,94,87,75,66,63
67,79,72,69,77,76,82,77,82,76,85,73,71,69,55,68,72,71,73,77,79,82,82,79
82,84,85,85,87,96,89,90,92,87,86,86,86,86,93,89,92,93,93,93,93,87,85,84
82,89,93,93,94,93,89,93,96,89,89,83,71,61,70,77,72,83,89,82,85,92,92,93
93,83,89,89,92,85,82,82,82,81,77,82,75,79,75,69,74,80,81,81,81,81,80,81
81,90,81,88,87,84,85,85,86,82,75,69,69,69,64,59,69,75,81,80,84,82,84,88
88,72,88,92,93,92,92,92,85,82,83,82,76,75,69,75,74,74,82,83,70,69,73,72
69,75,70,69,72,69,78,76,81,88,92,78,84,67,60,62,62,70,70,71,70,78,76,75
71,73,76,76,77,75,70,62,60,56,52,54,54,49,54,58,54,65,70,69,76,74,80,82
79,80,73,79,91,85,85,83,76,76,81,75,75,69,65,70,65,65,70,70,70,70,73,73
76,89,82,79,85,91,91,95,92,76,70,62,54,53,57,58,62,75,82,85,84,89,91,85
89,76,89,92,92,82,86,87,79,71,65,63,58,53,50,54,61,60,60,68,65,67,73,73
76,77,76,78,84,91,87,94,78,82,66,55,55,54,53,53,58,69,69,81,82,82,89,88
92,92,92,92,92,100,99,95,99,86,85,70,62,61,54,53,54,60,65,70,70,73,76,76
81,87,82,84,85,85,91,87,85,79,75,74,55,53,54,52,58,63,74,68,75,75,81,85
85,91,88,92,88,88,92,86,91,85,77,64,62,57,49,53,59,69,70,75,76,75,79,82
82,86,87,88,88,84,84,87,85,76,61,55,54,54,50,55,58,63,59,67,76,74,78,82
86,92,79,79,82,85,77,82,77,73,71,72,65,65,77,77,80,86,93,93,93,93,95,93
96,78,96,96,95,100,92,95,87,80,78,72,69,57,52,55,54,65,75,70,75,73,73,70
76,91,75,76,79,84,86,91,93,89,84,89,84,84,86,77,81,89,89,92,100,99,96,96
96,99,100,96,99,92,99,93,100,99,92,89,86,83,86,73,74,78,86,86,87,93,95,96
