85,83,82,85,83,85,85,86,85,72,71,70,65,63,63,68,72,82,89,83,89,85,85,89
92,89,85,85,82,82,86,86,86,86,82,83,77,71,66,66,75,76,89,90,92,92,93,96
92,97,96,96,97,100,92,93,96,92,92,100,86,84,83,89,87,83,83,86,86,86,76,73
70,69,73,75,81,88,81,88,85,79,71,60,51,59,60,70,71,76,82,83,71,71,83,73
82,81,79,82,81,79,76,75,72,76,70,70,65,65,65,65,60,65,70,75,76,73,75,75
75,78,75,75,78,75,75,75,75,69,62,57,52,48,52,52,56,69,75,81,78,75,82,82
82,82,85,92,93,100,92,93,92,96,96,92,92,90,89,89,96,96,96,91,92,96,93,96
96,93,96,96,92,92,92,93,92,85,93,89,89,88,82,86,82,89,89,83,82,85,84,85
85,90,89,92,90,85,92,86,92,92,93,100,92,93,92,92,92,92,92,93,85,92,93,96
96,96,92,92,93,92,92,93,92,89,89,82,76,71,71,70,75,82,82,86,82,85,85,82
82,80,82,82,80,89,92,88,82,86,80,71,66,71,66,66,76,89,89,86,92,92,92,92
92,90,89,88,92,92,85,81,76,76,76,65,55,51,60,55,58,64,76,79,72,69,72,69
69,70,67,72,76,82,82,82,82,69,63,60,53,56,57,57,59,64,75,61,69,75,72,69
75,75,66,69,70,78,78,79,78,75,65,59,54,48,48,48,51,58,58,63,63,66,72,71
78,78,81,84,84,81,81,88,78,78,81,63,47,44,47,47,59,75,81,80,78,78,88,88
84,84,84,81,84,78,71,73,78,81,71,75,92,93,92,92,93,92,92,93,92,89,90,92
96,92,92,88,93,92,92,93,100,96,89,88,88,89,85,92,93,92,92,93,92,92,96,92
96,93,92,92,93,92,92,96,88,88,83,78,85,85,85,82,85,92,92,86,85,92,85,85
82,83,82,82,81,86,86,95,92,86,93,93,93,93,93,93,94,89,89,83,82,79,79,75
72,78,78,78,79,75,82,82,82,78,78,70,70,69,60,60,65,75,75,83,88,82,83,85
78,79,72,75,79,72,72,85,89,82,72,68,58,53,54,53,50,60,70,71,70,79,78,96
92,90,92,96,96,85,92,78,76,71,67,58,63,56,54,54,62,65,65,71,82,79,72,65
70,80,79,76,90,89,96,96,89,89,93,92,86,92,92,86,87,89,82,90,89,85,90,89
89,84,82,78,74,69,69,70,75,69,69,69,69,68,67,70,66,69,75,68,69,69,69,72
72,78,81,85,91,92,92,92,92,92,86,85,85,86,85,85,86,85,92,92,92,92,92,92
88,89,88,88,88,85,84,86,78,78,72,75,69,63,54,59,62,75,81,77,78,84,89,85
85,89,85,92,90,88,96,89,92,88,82,69,69,69,59,59,64,63,69,70,75,69,68,68
71,74,78,68,69,65,68,70,68,68,69,69,63,63,64,64,62,75,81,84,84,92,91,92
92,91,92,92,92,88,96,96,88,88,80,84,63,50,51,51,54,63,68,73,80,74,69,73
77,71,76,80,81,80,80,81,73,67,63,63,60,53,51,60,65,71,84,80,88,84,85,88
88,78,67,67,68,61,61,80,64,59,58,52,53,49,46,44,41,52,68,66,61,64,64,67
73,78,73,73,77,69,0,83,0,66,63,61,56,51,56,54,57,61,61,66,51,53,55,55
58,61,58,58,61,0,0,63,0,66,81,87,87,88,80,87,81,84,84,85,84,84,85,84
84,86,84,84,86,87,80,82,80,80,82,80,87,88,87,87,88,87,80,83,84,87,88,87
84,83,84,84,84,87,80,88,87,87,82,73,73,74,61,67,69,73,76,87,0,79,79,83
79,82,76,80,76,80,80,88,87,87,81,80,80,81,80,80,75,73,73,81,80,77,86,84
84,85,84,84,85,84,84,86,84,84,77,67,67,68,67,68,74,70,84,86,87,91,88,83
83,81,83,79,85,0,78,77,0,0,87,80,61,56,61,61,65,0,76,91,87,83,81,78
78,78,74,78,79,78,71,80,75,79,85,61,51,54,61,61,68,73,76,78,0,83,80,0
0,80,79,83,90,82,78,80,78,87,90,83,73,70,56,61,66,66,0,87,87,83,80,78
78,81,78,83,82,79,0,92,0,0,72,73,73,75,73,80,81,80,84,85,84,84,85,84
